,0.7,3.9,7.0,10.1,13.3,16.4,19.6,22.7,25.8,29.0,32.1,35.2,38.4,41.5,44.6
3,0,1.235,1.112,1.084,1.073,1.085,0.984,0.9,0.814,0.772,0.708,0.729,0.691,0.695,0.701
4,0,1.201,0.98,0.939,0.973,1.001,0.886,0.865,0.85,0.854,0.857,0.864,0.822,0.831,0.839
5,0,1.177,1.108,1.118,1.14,1.222,1.116,1.083,1.084,1.127,1.117,1.121,1.073,1.092,1.092
6,0,1.164,1.223,1.204,1.133,1.235,1.096,1.055,1.064,1.079,1.068,1.078,1.025,1.025,1.025
7,0,1.095,1.383,1.383,1.447,1.444,1.292,1.229,1.245,1.258,1.244,1.247,1.196,1.195,1.195
8,0,1.01,1.323,1.451,1.363,1.35,1.2,1.147,1.162,1.171,1.171,1.185,1.113,1.116,1.116
9,0,0.968,1.204,1.344,1.275,1.245,1.123,1.066,1.08,1.092,1.092,1.095,1.076,1.076,1.076
10,0,1.045,1.269,1.422,1.328,1.329,1.185,1.116,1.113,1.125,1.125,1.135,1.135,1.135,1.135
11,0,1.147,1.355,1.475,1.327,1.328,1.252,1.17,1.175,1.187,1.187,1.193,1.193,1.193,1.193
12,0,1.13,1.336,1.489,1.38,1.38,1.273,1.237,1.238,1.26,1.26,1.26,1.26,1.26,1.26
13,0,1.174,1.298,1.445,1.336,1.336,1.224,1.193,1.195,1.204,1.204,1.204,1.204,1.204,1.204
14,0,1.505,1.453,1.562,1.437,1.437,1.33,1.293,1.293,1.301,1.301,1.301,1.301,1.301,1.301
15,0,1.482,1.402,1.5,1.42,1.42,1.311,1.272,1.273,1.273,1.273,1.273,1.273,1.273,1.273
16,0,1.437,1.316,1.396,1.296,1.296,1.191,1.158,1.158,1.158,1.158,1.158,1.158,1.158,1.158
17,0,1.323,1.19,1.252,1.16,1.16,1.06,1.013,1.013,1.013,1.013,1.013,1.013,1.013,1.013
18,0,1.305,1.167,1.228,1.136,1.136,1.03,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
19,0,1.309,1.169,1.224,1.123,1.123,1.016,1.016,1.016,1.016,1.016,1.016,1.016,1.016,1.016
20,0,1.206,1.047,1.103,1.01,1.01,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901
